Domain,Phylum,Class,Order,Family,Genus,MergedBinID,Accession,TR07_B01,TR08_B01,TR09_B01,TR10_B01,TR08_B05,TR09_B05,TR10_B05,TR11_B05,TR12_B05,TR13_B05,TR14_B05,TR15_B05,TR16_B05,TR17_B05_MW,TR12_M01,TR13_M01,TR14_M01,TR16_M01,TR17_M01,TR17_M01_DG,TR17_M01_LG,TR06_PB,TR12_W_P,TR13_W_P,White,TR07_B01_sup,TR08_B01_sup,TR09_B01_sup,TR10_B01_sup,TR08_B05_sup,TR09_B05_sup,TR10_B05_sup,TR11_B05_sup,TR13_B05_sup,TR14_B05_sup,TR16_B05_sup,TR17_B05_sup
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AB02;BB76;AC50;MB69,BB104_AJEAGEJC_02718,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_00740,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_00931,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02858,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_01749,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_01754,38,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_01145,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02609,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AB02;BB76;AC50;MB69,BB104_AJEAGEJC_01729,27,3,33,0,0,0,0,0,0,0,0,0,7,0,0,11,8,10,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02723,14,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_01460,26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03096,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02699,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02801,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03531,23,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02406,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03526,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03751,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03676,36,0,31,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,19,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AB02;BB76;AC50;MB69,BB104_AJEAGEJC_01180,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_01769,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_00625,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AB02;BB76;AC50;MB69,BB104_AJEAGEJC_03227,13,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AB02;BB76;AC50;MB69,BB104_AJEAGEJC_01096,10,0,8,0,0,0,0,0,0,0,0,0,0,0,5,7,5,4,6,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_01867,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03152,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_00702,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03042,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02539,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03702,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02797,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_00234,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02792,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03921,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_00084,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02472,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AC50;AB02;MB56,BB104_AJEAGEJC_00859,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02064,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AB02;BB76;AC50;MB69,BB104_AJEAGEJC_00284,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02702,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02292,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB76;AB02;AC50,BB76_LLLCHHLG_03940,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_02788,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_00472,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AC50,BB104_AJEAGEJC_01511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AC50,BB104_AJEAGEJC_00858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB76;AB02;AC50,BB76_LLLCHHLG_02163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB76;AB02;AC50,BB76_LLLCHHLG_00507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB76;AB02;AC50,BB76_LLLCHHLG_01590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,15,27,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AC50,BB104_AJEAGEJC_00643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB76;AB02;AC50,BB76_LLLCHHLG_03119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB76;AB02;AC50,BB76_LLLCHHLG_02823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50,BB104_AJEAGEJC_03464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AC50,BB104_AJEAGEJC_00841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB76;AB02;AC50,BB76_LLLCHHLG_02261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB76;AC50;BB104;AB02;MB56,BB76_LLLCHHLG_00810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AC50,BB104_AJEAGEJC_00406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50;WU;BB76,BB104_AJEAGEJC_02604,35,0,36,20,0,0,0,0,0,0,0,8,16,0,0,12,10,15,24,0,28,0,0,0,0,0,2,0,6,0,5,0,2,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AC50;AU,BB104_AJEAGEJC_01250,45,18,48,25,0,0,0,0,0,0,0,7,12,5,15,0,8,16,35,27,26,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BU;AB02;AC50,BU_MBPBECBH_356545,28,2,26,10,0,0,0,0,0,0,0,0,3,0,5,0,0,16,28,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB76;AC50;WU;MB69;AU;MU,BB76_LLLCHHLG_01683,44,0,46,11,0,0,0,0,0,0,0,14,21,0,0,17,15,30,37,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AC50;AU,BB104_AJEAGEJC_00743,31,0,41,5,0,0,0,0,0,0,0,0,3,0,0,0,0,18,38,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,BB104;BB76;BU,BB104_AJEAGEJC_01243,4,0,10,4,0,0,0,0,0,0,0,0,4,0,8,10,20,10,20,17,31,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AC50;AU;MU,BB104_AJEAGEJC_00537,69,9,43,16,0,0,0,0,0,0,0,9,7,0,11,0,15,25,55,31,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AB02;BB76;AC50;MU,BB104_AJEAGEJC_02947,76,6,59,6,0,0,0,0,0,0,0,3,5,0,0,8,4,5,30,0,6,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50;WU,BB104_AJEAGEJC_03844,25,0,36,16,0,0,0,0,0,0,0,0,0,0,4,0,5,7,22,0,6,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB76;AB02;AC50;BU,BB76_LLLCHHLG_01854,0,0,35,0,0,0,0,0,0,0,0,10,10,0,0,32,27,26,33,39,45,0,0,0,0,0,5,0,6,0,0,0,3,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AB02;AC50;MU,BB104_AJEAGEJC_01014,84,8,58,0,0,0,0,0,0,0,0,11,11,8,0,0,0,11,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BU;AB02,BU_MBPBECBH_711903,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AU,BB104_AJEAGEJC_02764,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AU,BB104_AJEAGEJC_02895,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AU,BB104_AJEAGEJC_04110,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AU,BB104_AJEAGEJC_04113,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;BU;AU,BB104_AJEAGEJC_04040,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AU,BB104_AJEAGEJC_04115,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AU,BB104_AJEAGEJC_04114,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;MB69;BB104;AB02;AC50;BU,BB104_AJEAGEJC_02318,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB56;BB104;AB02;AC50;MU,BB104_AJEAGEJC_04044,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AU,BB104_AJEAGEJC_04109,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Baaleninema;Geitlerinema,MB69;BB104;AU,BB104_AJEAGEJC_04111,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
